budget,imdb_id,original_language,popularity,revenue,runtime,release_year,orig_lang_cd,collection,website,genre_name,g_Animation,g_Comedy,g_Family,g_Adventure,g_Fantasy,g_Romance,g_Drama,g_Action,g_Crime,g_Thriller,g_Horror,g_History,g_Mystery,g_War,g_Foreign,g_Music,g_Documentary,g_Western
0,tt2359427,en,1.079771,0.0,88.0,2013.0,en,no,no,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,tt2201221,en,4.86809,0.0,90.0,2013.0,en,no,yes,"['Comedy', 'Drama']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt1730311,en,0.007156,0.0,100.0,2011.0,en,no,no,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0188504,en,0.611892,0.0,58.0,1977.0,en,no,no,"['Family', 'Drama']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt2071550,en,5.72991,0.0,102.0,2013.0,en,no,no,"['Horror', 'Thriller', 'Mystery']",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
0,tt0094962,en,0.901519,0.0,84.0,1989.0,en,no,no,"['Horror', 'Action', 'Thriller']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
0,tt2704212,en,0.849368,0.0,110.0,2013.0,en,no,no,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,tt0254334,en,1.100517,0.0,96.0,2001.0,en,no,no,"['Action', 'Thriller', 'Adventure']",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2300000,tt0215135,en,1.141172,0.0,86.0,2001.0,en,no,no,"['Horror', 'Action', 'Thriller']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
0,tt3385404,en,1.718417,0.0,86.0,2013.0,en,no,yes,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,tt0340380,en,0.480985,0.0,100.0,2003.0,en,no,no,"['Drama', 'Romance', 'Western']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
0,tt1785612,en,2.650803,0.0,80.0,2013.0,en,no,yes,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
350000,tt0122037,en,0.644665,0.0,95.0,1989.0,en,no,no,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,tt1285482,en,4.87963,0.0,141.0,2008.0,en,no,no,"['Comedy', 'Drama', 'Horror']",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,tt0118942,en,1.28251,0.0,105.0,1997.0,en,no,no,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0088334,ja,2.310297,0.0,95.0,1984.0,ja,yes,no,"['Animation', 'Comedy', 'Fantasy']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6200000,tt0489085,en,1.676513,0.0,92.0,2006.0,en,no,yes,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt1331115,de,0.115685,0.0,93.0,2009.0,de,no,yes,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40000000,tt1091191,en,10.855502,149295601.0,121.0,2013.0,en,no,yes,"['Action', 'Drama', 'Thriller', 'War']",0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
0,tt0112668,en,1.473486,0.0,72.0,1997.0,en,no,no,['Animation'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0406649,en,1.37294,0.0,87.0,2004.0,en,no,no,"['Drama', 'Family']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt2299368,en,1.484618,0.0,65.0,2012.0,en,no,no,"['Family', 'Fantasy']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt2235902,en,2.941353,0.0,79.0,2013.0,en,no,yes,"['Comedy', 'Drama', 'Romance']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,tt1571401,de,5.047333,0.0,127.0,2012.0,de,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt1764282,en,0.122212,0.0,90.0,2012.0,en,no,no,"['Foreign', 'Documentary']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,tt0069214,pt,0.014895,0.0,102.0,1973.0,other,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt1727523,en,2.093526,0.0,88.0,2013.0,en,no,yes,"['Documentary', 'Horror']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,tt0112820,en,0.549569,0.0,82.0,1995.0,en,no,no,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt1696192,en,3.694115,0.0,57.0,2011.0,en,no,no,"['Family', 'Fantasy']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt1638364,en,3.237965,383294.0,124.0,2013.0,en,no,no,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,tt0076313,fr,2.176251,0.0,100.0,1978.0,fr,no,no,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
0,tt2663812,en,5.541556,0.0,90.0,2013.0,en,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0091560,en,0.443656,0.0,95.0,1986.0,en,no,no,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,tt0835378,en,0.821734,0.0,87.0,2007.0,en,no,yes,['Action'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35000000,tt2140373,en,15.130888,112544580.0,125.0,2013.0,en,no,no,"['Comedy', 'Drama', 'History']",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,tt1596572,en,0.008558,0.0,29.0,2010.0,en,no,no,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,tt2287675,sv,0.618969,0.0,96.0,2012.0,other,no,no,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt1810798,en,0.776769,0.0,103.0,2012.0,en,no,yes,['Thriller'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,tt1446208,en,2.287183,0.0,90.0,2010.0,en,no,yes,"['Drama', 'Family']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2000000,tt0425624,en,0.958683,0.0,140.0,2004.0,en,no,yes,"['Comedy', 'Drama']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0783522,en,1.162467,0.0,0.0,2006.0,en,no,no,"['History', 'War']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,tt2674152,en,0.166932,0.0,40.0,2013.0,en,no,no,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,tt0074226,en,0.951653,0.0,89.0,1978.0,en,no,no,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
0,tt1817287,en,1.512586,0.0,88.0,2013.0,en,no,no,"['Documentary', 'Animation']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,tt1646221,ro,0.548007,0.0,87.0,2010.0,other,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6000000,tt2095568,en,12.177435,0.0,84.0,2013.0,en,no,no,"['Thriller', 'Crime']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4000000,tt2198241,en,9.577533,0.0,94.0,2014.0,en,no,no,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
0,tt1838520,en,6.636313,0.0,96.0,2013.0,en,no,yes,"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,tt0795426,en,0.296538,0.0,103.0,2006.0,en,no,yes,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90000000,tt1041804,en,3.394928,16178959.0,110.0,2010.0,en,no,yes,"['Fantasy', 'Action', 'Family']",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,tt2763790,en,5.207055,0.0,90.0,2013.0,en,no,yes,"['Comedy', 'War', 'Drama']",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,tt0217066,en,0.906862,0.0,94.0,2000.0,en,no,no,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0106683,en,0.51301,0.0,92.0,1992.0,en,no,no,['Thriller'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,tt0087998,en,0.938534,0.0,78.0,1983.0,en,no,no,"['Drama', 'Horror']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,tt0101688,en,8e-06,0.0,88.0,1991.0,en,no,no,"['Thriller', 'Action']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,tt0082998,hr,0.990878,0.0,89.0,1981.0,other,no,no,"['Horror', 'Drama', 'Thriller', 'Mystery']",0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
0,tt0452604,en,0.052706,0.0,86.0,2005.0,en,no,no,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,tt0259340,fr,0.98004,0.0,90.0,2001.0,fr,no,no,"['Comedy', 'Romance']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0070013,fr,1.022485,0.0,100.0,1974.0,fr,no,no,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,tt0081250,en,1.465439,0.0,87.0,1980.0,en,no,no,"['Horror', 'Thriller', 'Romance', 'Foreign']",0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
0,tt2430084,en,0.192983,0.0,78.0,2012.0,en,no,no,"['Horror', 'Documentary']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,tt0116056,en,0.647717,0.0,90.0,1996.0,en,no,no,"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,tt0118951,en,0.340446,0.0,92.0,1998.0,en,no,no,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000000,tt1764275,en,2.469216,0.0,95.0,2012.0,en,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0073324,en,1.350058,0.0,88.0,1975.0,en,no,no,"['Horror', 'Mystery', 'Romance', 'Foreign']",0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
0,tt0113224,en,0.699768,0.0,0.0,1995.0,en,no,no,"['Comedy', 'Foreign']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,tt0162854,en,0.106259,0.0,75.0,1977.0,en,no,no,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt1605803,en,1.02433,0.0,102.0,2012.0,en,no,yes,"['Drama', 'Action']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,tt2244856,en,0.515897,0.0,75.0,2012.0,en,no,no,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt1935749,en,1.044582,0.0,87.0,2011.0,en,no,yes,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5000000,tt2275471,en,1.740242,388.0,95.0,2013.0,en,no,yes,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt1288461,ja,3.512528,0.0,110.0,2008.0,ja,yes,no,"['Action', 'Adventure', 'Animation', 'Comedy']",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,tt1422651,ja,2.328925,0.0,120.0,2009.0,ja,yes,no,"['Action', 'Adventure', 'Animation', 'Comedy']",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,tt2184331,es,1.73454,0.0,90.0,2012.0,es,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0249677,en,9.672521,0.0,69.0,2001.0,en,yes,no,"['Romance', 'Animation', 'Family', 'Adventure']",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30000000,tt1321511,en,7.882353,4861022.0,104.0,2013.0,en,no,no,"['Drama', 'Thriller', 'Mystery', 'Action']",0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
0,tt0180657,de,0.200477,0.0,88.0,1998.0,de,no,no,"['War', 'Documentary', 'History', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
1,tt1695765,en,0.230075,2755584.0,73.0,2012.0,en,no,yes,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0065744,en,0.97627,0.0,95.0,1971.0,en,no,no,"['Horror', 'Foreign']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,tt2969050,de,1.406317,0.0,87.0,2013.0,de,yes,yes,"['Comedy', 'Crime']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50000000,tt1229340,en,7.600751,173649015.0,119.0,2013.0,en,yes,no,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt2093109,en,0.115688,0.0,100.0,2012.0,en,no,yes,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2000000,tt2299248,en,6.929223,0.0,89.0,2013.0,en,no,yes,"['Documentary', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,tt2505938,en,5.618938,135039.0,86.0,2013.0,en,no,yes,"['Documentary', 'History']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,tt2536846,en,2.627579,0.0,90.0,2013.0,en,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt2400283,el,0.66779,0.0,107.0,2012.0,other,no,no,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt3003668,cn,3.293913,0.0,122.0,2013.0,other,no,no,"['Drama', 'Action']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,tt2883224,en,0.571269,0.0,60.0,2013.0,en,no,no,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0071950,it,0.17201,0.0,96.0,1975.0,it,no,no,"['Drama', 'Mystery', 'Thriller']",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0,tt1455810,it,3.176441,0.0,90.0,2010.0,it,no,no,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt3009336,en,2.775314,0.0,90.0,2013.0,en,no,yes,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt2319863,en,1.208847,0.0,90.0,2013.0,en,no,no,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0077525,en,1.008279,0.0,82.0,1974.0,en,no,no,"['Action', 'Crime', 'Drama', 'Thriller']",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
39200000,tt1706620,ko,14.131906,86758912.0,126.0,2013.0,other,no,yes,"['Action', 'Drama']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,tt0070861,ru,1.286164,0.0,92.0,1973.0,ru,no,no,"['War', 'Drama', 'Comedy']",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,tt0086723,ru,1.717845,0.0,334.0,1984.0,ru,no,no,"['Family', 'Adventure']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600000,tt1568816,es,1.985124,0.0,95.0,2011.0,es,no,yes,['Thriller'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,tt2325719,en,0.088803,0.0,84.0,2012.0,en,no,yes,"['Horror', 'Action', 'Thriller', 'Documentary']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
500000,tt0099401,en,0.178519,0.0,96.0,1990.0,en,no,no,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500000,tt0090930,it,4.453477,0.0,91.0,1986.0,it,yes,no,"['Horror', 'Fantasy']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,tt0066221,en,0.596273,0.0,81.0,1970.0,en,no,no,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt2345567,en,8.753381,0.0,97.0,2013.0,en,no,no,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
0,tt0077233,en,1.247447,0.0,108.0,1978.0,en,no,no,"['Comedy', 'Thriller', 'Mystery']",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,tt2166616,en,3.356422,0.0,83.0,2013.0,en,no,no,"['Comedy', 'Crime']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,tt1292569,en,1.228603,0.0,55.0,2008.0,en,no,no,"['Adventure', 'Comedy']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0104101,en,0.050855,0.0,,1992.0,en,no,no,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0101741,en,0.544547,0.0,93.0,1990.0,en,no,no,"['Comedy', 'Drama']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1340000,tt0087373,fr,1.641502,0.0,92.0,1984.0,fr,no,no,"['Adventure', 'Drama', 'Comedy', 'Family']",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt2458106,en,5.632097,0.0,95.0,2013.0,en,yes,no,"['Action', 'Crime', 'Thriller']",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,tt0088701,en,0.358193,0.0,105.0,1985.0,en,no,no,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0817307,en,4.19422,0.0,96.0,2007.0,en,yes,no,"['Adventure', 'Drama', 'Action', 'Comedy', 'Family']",0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,tt0078058,it,0.19213,0.0,109.0,1978.0,it,no,no,"['Action', 'Comedy']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,tt1128071,en,0.739681,140987.0,94.0,2008.0,en,no,yes,"['Drama', 'Family']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt3415676,en,1.690387,0.0,35.0,2013.0,en,no,no,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4620000,tt2062575,es,0.546165,2395000.0,115.0,2012.0,es,no,yes,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt2258233,en,0.891024,0.0,89.0,2013.0,en,no,no,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,tt0080764,en,0.30828,0.0,89.0,1980.0,en,no,no,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,tt2836166,en,0.700489,0.0,75.0,2016.0,en,no,yes,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0137427,cn,0.070658,0.0,90.0,1973.0,other,no,no,['Action'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1344000,tt1879030,fr,13.621581,0.0,103.0,2011.0,fr,no,no,"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,tt2325741,ru,1.951644,0.0,130.0,2012.0,ru,no,no,"['Drama', 'War', 'History']",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,tt1906329,en,2.440124,0.0,92.0,2013.0,en,no,no,"['Comedy', 'Drama']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt1560671,sv,2.354815,0.0,129.0,2011.0,other,yes,no,"['Crime', 'Thriller', 'Mystery']",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
0,tt0080530,it,3.399599,0.0,99.0,1980.0,it,yes,no,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt1657284,en,2.567848,0.0,91.0,2010.0,en,no,no,"['Thriller', 'Action']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,tt1623765,en,1.725014,0.0,90.0,2011.0,en,no,yes,"['Drama', 'Horror', 'Thriller']",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0,tt0845439,fa,1.760561,0.0,102.0,2006.0,other,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14000000,tt1663143,en,6.891823,11417362.0,87.0,2012.0,en,no,no,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,tt1384927,en,9.646722,0.0,97.0,2011.0,en,no,no,"['Animation', 'Drama']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt1670388,de,0.163113,0.0,0.0,2012.0,de,no,no,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt1083448,en,6.73437,0.0,89.0,2011.0,en,no,no,"['Comedy', 'Drama', 'Family']",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5000000,tt2987732,de,12.957093,0.0,119.0,2013.0,de,yes,no,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt2421234,sv,0.030036,0.0,88.0,2013.0,other,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0068692,fi,0.0,0.0,86.0,1972.0,other,no,no,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt1686053,en,0.077316,0.0,0.0,2010.0,en,no,no,"['Thriller', 'Drama']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,tt1664971,fr,0.353746,0.0,81.0,2011.0,fr,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt1282152,fr,0.405841,0.0,90.0,2010.0,fr,no,no,"['Drama', 'Thriller', 'Foreign']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,tt2389120,fa,0.045698,0.0,94.0,2012.0,other,no,no,"['Drama', 'Comedy']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt2669832,fa,0.070407,0.0,,2013.0,other,no,no,"['Mystery', 'Crime', 'Drama']",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,tt0342771,sv,0.768593,0.0,105.0,2003.0,other,no,no,"['Comedy', 'Drama']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt3421186,de,0.401937,0.0,107.0,2013.0,de,no,yes,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085400,tt2325909,fi,1.13055,0.0,95.0,2013.0,other,no,no,"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,tt1907628,de,0.269108,0.0,0.0,2012.0,de,no,no,"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,tt2147550,de,0.44263,0.0,98.0,2012.0,de,no,no,"['Comedy', 'Drama']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt2325717,de,0.828915,0.0,100.0,2012.0,de,no,no,"['Comedy', 'Drama', 'Romance']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0184197,en,0.616191,0.0,90.0,1999.0,en,no,no,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt3104078,en,0.542569,0.0,83.0,2013.0,en,no,no,"['Horror', 'Comedy']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,tt2570738,en,0.787464,0.0,82.0,2013.0,en,no,yes,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt2419284,en,0.842357,0.0,75.0,2013.0,en,no,yes,"['Documentary', 'History']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,tt2357790,fa,0.175791,0.0,92.0,2013.0,other,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt2173366,fa,0.008236,0.0,98.0,2012.0,other,no,no,"['Romance', 'Drama']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,tt3194532,ru,2.189262,0.0,100.0,2013.0,ru,yes,yes,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32000000,tt2101473,en,13.332387,57284237.0,155.0,2013.0,en,no,no,"['Adventure', 'Drama', 'History']",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,tt1247667,en,3.905764,0.0,99.0,2010.0,en,no,no,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0104362,en,2.537927,0.0,99.0,1992.0,en,no,no,['Mystery'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,tt2513616,en,1.5699,0.0,77.0,2013.0,en,no,no,"['Documentary', 'Music']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,tt0073138,en,0.489412,0.0,106.0,1975.0,en,no,no,"['Action', 'Drama', 'Western', 'War']",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
0,tt0177511,fa,0.268492,0.0,0.0,1999.0,other,no,no,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt1874522,fa,0.009087,0.0,100.0,2011.0,other,no,no,"['Drama', 'Family']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt2352230,nl,1.617138,0.0,88.0,2013.0,other,no,no,"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,tt0985680,sv,0.945098,0.0,106.0,2007.0,other,no,no,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt1954315,nl,4.38226,0.0,113.0,2013.0,other,no,no,"['Thriller', 'Drama']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,tt2374196,en,2.080274,0.0,83.0,2013.0,en,no,no,['Thriller'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,tt1669698,en,2.113402,0.0,15.0,2010.0,en,no,no,"['Animation', 'Drama']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0082835,it,8.755413,0.0,90.0,1981.0,it,no,no,"['Comedy', 'Western']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7200000,tt0093543,en,5.553737,2300000.0,99.0,1987.0,en,no,no,"['Adventure', 'Drama', 'Fantasy', 'Family', 'Mystery']",0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
